1,00000000	0,00000000		0,12142730	0,87857270		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,79247293	0,20752707		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,52405468	0,47594532		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,65826380	0,34173620		0,98786988	0,01213012	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,87311758	0,12688242		0,00000000	1,00000000		0,92048030	0,07951970	0,00000000		0,85727840	0,14272160	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,25563643	0,74436357		1,00000000	0,00000000	0,00000000		0,94876660	0,05123340	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,25563643	0,74436357		0,98786988	0,01213012	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,92668205	0,07331795		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,65826380	0,34173620		0,98786988	0,01213012	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,87311758	0,12688242		0,00000000	1,00000000		0,98786988	0,01213012	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,25563643	0,74436357		0,95417509	0,04582491	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,79247293	0,20752707		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,79247293	0,20752707		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
