0,00000000	0,37335333	0,62664667		0,00000000	0,47372923	0,52627077		0,24028022	0,75971978	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,64801453	0,35198547		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,01649232	0,98350768	0,00000000		0,00000000	0,13749225	0,86250775		0,16744329	0,83255671	0,00000000		0,43920062	0,56079938	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,01655355	0,98344645		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,00000000	0,11220891	0,88779109		0,00000000	0,41768973	0,58231027		0,09460637	0,90539363	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,01655355	0,98344645		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,00000000	0,37335333	0,62664667		0,52713897	0,47286103	0,00000000		0,00000000	0,30866792	0,69133208		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,04387471	0,95612529	0,00000000		0,52713897	0,47286103	0,00000000		0,16744329	0,83255671	0,00000000		0,00000000	0,09421116	0,90578884		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,64801453	0,35198547		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,00000000	0,67802183	0,32197817		0,80425488	0,19574512	0,00000000		0,00000000	0,41183455	0,58816545		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000		0,00000000	1,00000000	0,00000000		0,00000000	0,52172233	0,47827767		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,00000000	0,72154590	0,27845410		0,00000000	0,86600570	0,13399430		0,16744329	0,83255671	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,01655355	0,98344645		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,00000000	0,80859404	0,19140596		0,45785999	0,54214001	0,00000000		0,00000000	0,10233465	0,89766535		0,86654395	0,13345605	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		0,39410769	0,60589231	0,00000000		0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,00000000	0,50392555	0,49607445		0,11146510	0,88853490	0,00000000		0,00000000	0,00000000	1,00000000		0,00000000	0,91741549	0,08258451		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,52172233	0,47827767		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
0,09863948	0,90136052	0,00000000		0,87353386	0,12646614	0,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,00000000	1,00000000		0,62516155	0,37483845	0,00000000		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000	0,00000000		
