1,00000000	0,00000000		0,12142730	0,87857270		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,79247293	0,20752707		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,52405468	0,47594532		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,65826380	0,34173620		0,93401015	0,06598985	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,87311758	0,12688242		0,00000000	1,00000000		0,69035533	0,30964467	0,00000000	0,00000000	0,00000000		0,85727840	0,14272160	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,25563643	0,74436357		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		0,94876660	0,05123340	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,25563643	0,74436357		0,93401015	0,06598985	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,92668205	0,07331795		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,65826380	0,34173620		0,93401015	0,06598985	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,87311758	0,12688242		0,00000000	1,00000000		0,93401015	0,06598985	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,25563643	0,74436357		0,81218274	0,18781726	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,79247293	0,20752707		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,79247293	0,20752707		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,58459044	0,41540956		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,65672223	0,34327777		0,00000000	1,00000000		0,93401015	0,06598985	0,00000000	0,00000000	0,00000000		0,85727840	0,14272160	0,00000000		1,00000000	0,00000000	0,00000000		
0,87311758	0,12688242		0,00000000	1,00000000		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		0,85727840	0,14272160	0,00000000		1,00000000	0,00000000	0,00000000		
1,00000000	0,00000000		0,12142730	0,87857270		1,00000000	0,00000000	0,00000000	0,00000000	0,00000000		0,94876660	0,05123340	0,00000000		1,00000000	0,00000000	0,00000000		
0,65672223	0,34327777		0,00000000	1,00000000		0,69035533	0,30964467	0,00000000	0,00000000	0,00000000		0,94876660	0,05123340	0,00000000		1,00000000	0,00000000	0,00000000		
