0,00000000	0,00000000	1,00000000		0,91209505	0,08790495	0,00000000		0,00000000	0,70410666	0,29589334		1,00000000	0,00000000	0,00000000		0,00000000	0,22785488	0,77214512		0,00000000	0,43418904	0,56581096		0,00000000	0,02359289	0,97640711		0,76678445	0,23321555	0,00000000		0,00000000	0,32037325	0,67962675		0,00000000	0,96870881	0,03129119		0,00000000	0,80772648	0,19227352		0,00000000	0,00000000	1,00000000		0,00000000	0,60002735	0,39997265		1,00000000	0,00000000	0,00000000		
0,00000000	0,79365185	0,20634815		0,85994804	0,14005196	0,00000000		0,48379731	0,51620269	0,00000000		1,00000000	0,00000000	0,00000000		0,42461278	0,57538722	0,00000000		0,00000000	0,67596485	0,32403515		0,00000000	0,30934523	0,69065477		0,91519435	0,08480565	0,00000000		0,55473313	0,44526687	0,00000000		0,45204104	0,54795896	0,00000000		0,00000000	0,76930794	0,23069206		0,00000000	0,00000000	1,00000000		0,00000000	0,63694790	0,36305210		1,00000000	0,00000000	0,00000000		
0,00000000	0,83905655	0,16094345		0,42787286	0,57212714	0,00000000		0,00000000	0,03075408	0,96924592		0,30223485	0,69776515	0,00000000		0,36954082	0,63045918	0,00000000		0,00000000	0,43418904	0,56581096		0,00000000	0,00000000	1,00000000		0,61837456	0,38162544	0,00000000		0,00000000	0,00000000	1,00000000		0,00000000	0,95758635	0,04241365		0,00000000	0,84614503	0,15385497		0,00000000	0,29237798	0,70762202		0,00000000	0,30466293	0,69533707		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	1,00000000		0,73330532	0,26669468	0,00000000		0,00000000	0,50771216	0,49228784		0,73764030	0,26235970	0,00000000		0,00000000	0,78825472	0,21174528		0,00000000	0,00000000	1,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,44256832	0,55743168		0,00000000	0,36809592	0,63190408		0,41060496	0,58939504	0,00000000		0,00000000	0,00000000	1,00000000		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,74824715	0,25175285		0,25653270	0,74346730	0,00000000		0,00000000	0,00000000	1,00000000		0,00000000	0,74999469	0,25000531		0,00000000	0,58811192	0,41188808		0,00000000	0,43418904	0,56581096		0,00000000	0,37602078	0,62397922		0,00000000	0,95829095	0,04170905		0,00000000	0,84247945	0,15752055		0,47567785	0,52432215	0,00000000		0,00000000	0,80772648	0,19227352		0,00000000	0,66169752	0,33830248		0,43751212	0,56248788	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	1,00000000		0,87484719	0,12515281	0,00000000		0,00000000	0,64799395	0,35200605		1,00000000	0,00000000	0,00000000		0,00000000	0,82828328	0,17171672		0,00000000	0,00000000	1,00000000		0,00000000	0,00000000	1,00000000		0,32155477	0,67844523	0,00000000		0,00000000	0,67584981	0,32415019		0,00000000	0,66006052	0,33993948		0,00000000	0,76930794	0,23069206		0,00000000	0,78480404	0,21519596		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	1,00000000		0,79290189	0,20709811	0,00000000		0,00000000	0,64799395	0,35200605		1,00000000	0,00000000	0,00000000		0,64490061	0,35509939	0,00000000		0,00000000	0,91774065	0,08225935		0,00000000	0,53794711	0,46205289		0,61837456	0,38162544	0,00000000		0,00000000	0,66474117	0,33525883		0,10930716	0,89069284	0,00000000		0,00000000	0,88456357	0,11543643		0,00000000	0,00000000	1,00000000		0,00000000	0,04621906	0,95378094		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	1,00000000		0,58431388	0,41568612	0,00000000		0,00000000	0,19909223	0,80090777		0,54412677	0,45587323	0,00000000		0,00000000	0,46802624	0,53197376		0,00000000	0,75655678	0,24344322		0,00000000	0,54747219	0,45252781		0,54416961	0,45583039	0,00000000		0,59652618	0,40347382	0,00000000		0,18809655	0,81190345	0,00000000		0,00000000	0,73088939	0,26911061		0,00000000	0,00000000	1,00000000		0,00000000	0,03391221	0,96608779		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	1,00000000		0,96424205	0,03575795	0,00000000		0,40514646	0,59485354	0,00000000		1,00000000	0,00000000	0,00000000		0,58982865	0,41017135	0,00000000		0,00000000	0,43418904	0,56581096		0,00000000	0,09979351	0,90020649		0,69257951	0,30742049	0,00000000		0,00000000	0,66474117	0,33525883		0,12900451	0,87099549	0,00000000		0,00000000	0,65405230	0,34594770		0,00000000	0,78480404	0,21519596		0,00000000	0,64925475	0,35074525		1,00000000	0,00000000	0,00000000		
0,00000000	0,04447428	0,95552572		1,00000000	0,00000000	0,00000000		0,14297697	0,85702303	0,00000000		0,93115384	0,06884616	0,00000000		0,53475669	0,46524331	0,00000000		0,00000000	0,14405808	0,85594192		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,80915352	0,19084648		0,00000000	0,52937160	0,47062840		0,00000000	0,92298212	0,07701788		0,00000000	0,00000000	1,00000000		0,00000000	0,64925475	0,35074525		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	1,00000000		0,57686430	0,42313570	0,00000000		0,06432612	0,93567388	0,00000000		0,44737000	0,55263000	0,00000000		0,14925299	0,85074701	0,00000000		0,00000000	0,19241324	0,80758676		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		0,00000000	0,22039547	0,77960453		0,00000000	0,93812204	0,06187796		0,00000000	0,00093704	0,99906296		0,00000000	0,29237798	0,70762202		0,00000000	0,00000000	1,00000000		1,00000000	0,00000000	0,00000000		
