0,00000000	0,96091512	0,03908488		0,00000000	0,88559196	0,11440804		0,00000000	0,85078699	0,14921301		0,00000000	0,92471397	0,07528603		0,00000000	0,99415086	0,00584914		1,00000000	0,00000000	0,00000000		0,17058389	0,82941611	0,00000000		1,00000000	0,00000000	0,00000000		
0,07548847	0,92451153	0,00000000		0,05800313	0,94199687	0,00000000		0,00000000	0,46925498	0,53074502		0,35518579	0,64481421	0,00000000		0,00000000	0,94695433	0,05304567		1,00000000	0,00000000	0,00000000		0,94534144	0,05465856	0,00000000		1,00000000	0,00000000	0,00000000		
0,26738938	0,73261062	0,00000000		0,41669733	0,58330267	0,00000000		0,00000000	0,00000000	1,00000000		0,91046686	0,08953314	0,00000000		0,00000000	0,93796452	0,06203548		0,75683454	0,24316546	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,41375449	0,58624551	0,00000000		0,52878927	0,47121073	0,00000000		0,00000000	0,00000000	1,00000000		0,84079281	0,15920719	0,00000000		0,00000000	0,84357147	0,15642853		0,99264496	0,00735504	0,00000000		1,00000000	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,72837781	0,27162219		0,00000000	0,79638767	0,20361233		0,00000000	0,00000000	1,00000000		0,13560696	0,86439304	0,00000000		0,00000000	0,43228747	0,56771253		1,00000000	0,00000000	0,00000000		0,30264484	0,69735516	0,00000000		1,00000000	0,00000000	0,00000000		
0,23811636	0,76188364	0,00000000		0,32702378	0,67297622	0,00000000		0,00000000	0,00000000	1,00000000		0,70989005	0,29010995	0,00000000		0,00000000	0,99415086	0,00584914		0,88385061	0,11614939	0,00000000		0,94534144	0,05465856	0,00000000		1,00000000	0,00000000	0,00000000		
0,13728707	0,86271293	0,00000000		0,11778550	0,88221450	0,00000000		0,00000000	0,51458552	0,48541448		0,33618378	0,66381622	0,00000000		0,11043702	0,88956298	0,00000000		0,28146215	0,71853785	0,00000000		0,17351858	0,82648142	0,00000000		1,00000000	0,00000000	0,00000000		
0,32593542	0,67406458	0,00000000		0,40922454	0,59077546	0,00000000		0,00000000	0,09150052	0,90849948		0,63810466	0,36189534	0,00000000		0,01621017	0,98378983	0,00000000		0,75629860	0,24370140	0,00000000		0,81621518	0,18378482	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,59889681	0,40110319		0,00000000	0,51688090	0,48311910		0,00000000	0,71101784	0,28898216		0,00000000	0,38922430	0,61077570		0,00000000	0,65029047	0,34970953		1,00000000	0,00000000	0,00000000		0,00000000	0,22573204	0,77426796		1,00000000	0,00000000	0,00000000		
0,00000000	0,64910373	0,35089627		0,00000000	0,64176690	0,35823310		0,00000000	0,20860441	0,79139559		0,00000000	0,70128552	0,29871448		0,00000000	0,56039232	0,43960768		1,00000000	0,00000000	0,00000000		0,00000000	0,67048088	0,32951912		1,00000000	0,00000000	0,00000000		
