0,00000000	0,50218953	0,49781047	0,00000000		0,00000000	0,88559196	0,11440804		0,39043978	0,60956022		0,46415985	0,53584015		0,00000000	0,00000000	0,09423972	0,90576028	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		0,87136584	0,12863416		1,00000000	0,00000000	0,00000000		
0,00000000	0,67984541	0,32015459	0,00000000		0,05800313	0,94199687	0,00000000		0,13298770	0,86701230		0,72710426	0,27289574		0,00000000	0,00000000	0,00000000	0,99306980	0,00693020	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,95567953	0,04432047	0,00000000		0,41669733	0,58330267	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	0,00000000	0,00000000	0,97075795	0,02924205	0,00000000	0,00000000		0,95665592	0,04334408		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,15174777	0,84825223	0,00000000	0,00000000		0,52878927	0,47121073	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	0,00000000	0,00000000	0,73648349	0,26351651	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,09077592	0,90922408	0,00000000		0,00000000	0,79638767	0,20361233		0,00000000	1,00000000		0,59626111	0,40373889		0,00000000	0,00000000	0,00000000	0,00000000	0,78164157	0,21835843	0,00000000		1,00000000	0,00000000		0,91920499	0,08079501		1,00000000	0,00000000	0,00000000		
0,00000000	0,91360314	0,08639686	0,00000000		0,32702378	0,67297622	0,00000000		0,00000000	1,00000000		0,93846626	0,06153374		0,00000000	0,00000000	0,09423972	0,90576028	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,76867335	0,23132665	0,00000000		0,11778550	0,88221450	0,00000000		0,16357606	0,83642394		0,71578129	0,28421871		0,00000000	0,00000000	0,34703922	0,65296078	0,00000000	0,00000000	0,00000000		0,59849416	0,40150584		0,87242893	0,12757107		1,00000000	0,00000000	0,00000000		
0,03639896	0,96360104	0,00000000	0,00000000		0,40922454	0,59077546	0,00000000		0,00000000	1,00000000		0,89569062	0,10430938		0,00000000	0,00000000	0,14193774	0,85806226	0,00000000	0,00000000	0,00000000		0,95625213	0,04374787		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	0,89497818	0,10502182		0,00000000	0,51688090	0,48311910		0,29612565	0,70387435		0,09930877	0,90069123		0,00000000	0,00000000	0,00000000	0,25677865	0,74322135	0,00000000	0,00000000		1,00000000	0,00000000		0,17291426	0,82708574		1,00000000	0,00000000	0,00000000		
0,00000000	0,00000000	0,96242881	0,03757119		0,00000000	0,64176690	0,35823310		0,00000000	1,00000000		0,31192889	0,68807111		0,00000000	0,00000000	0,00000000	0,03366012	0,96633988	0,00000000	0,00000000		1,00000000	0,00000000		0,53861798	0,46138202		1,00000000	0,00000000	0,00000000		
0,00000000	0,50218953	0,49781047	0,00000000		0,00000000	0,87964501	0,12035499		0,42612620	0,57387380		0,52580711	0,47419289		0,00000000	0,00000000	0,42812586	0,57187414	0,00000000	0,00000000	0,00000000		0,21206709	0,78793291		0,77143517	0,22856483		1,00000000	0,00000000	0,00000000		
0,07057638	0,92942362	0,00000000	0,00000000		0,36438776	0,63561224	0,00000000		0,17122316	0,82877684		0,87304469	0,12695531		0,00000000	0,00000000	0,62368773	0,37631227	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,13038688	0,86961312	0,00000000	0,00000000		0,46900690	0,53099310	0,00000000		0,00000000	1,00000000		0,87178658	0,12821342		0,00000000	0,00000000	0,63322734	0,36677266	0,00000000	0,00000000	0,00000000		0,43697814	0,56302186		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,17738084	0,82261916	0,00000000	0,00000000		0,43911572	0,56088428	0,00000000		0,26553728	0,73446272		0,82146229	0,17853771		0,00000000	0,00000000	0,83832882	0,16167118	0,00000000	0,00000000	0,00000000		0,78019968	0,21980032		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,19446955	0,80553045	0,00000000	0,00000000		0,44658852	0,55341148	0,00000000		0,30377274	0,69622726		0,81768797	0,18231203		0,00000000	0,03765393	0,96234607	0,00000000	0,00000000	0,00000000	0,00000000		0,86257284	0,13742716		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,81542489	0,18457511	0,00000000		0,27471421	0,72528579	0,00000000		0,00000000	1,00000000		0,98250001	0,01749999		0,00000000	0,00000000	0,00000000	0,99306980	0,00693020	0,00000000	0,00000000		0,35662393	0,64337607		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,08766510	0,91233490	0,00000000	0,00000000		0,61099002	0,38900998	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	0,00000000	0,00000000	0,71417164	0,28582836	0,00000000	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,30115788	0,69884212	0,00000000		0,00000000	0,93911453	0,06088547		0,00000000	1,00000000		0,76107315	0,23892685		0,00000000	0,00000000	0,00000000	0,00000000	0,98729443	0,01270557	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,76399819	0,23600181	0,00000000		0,32702378	0,67297622	0,00000000		0,00000000	1,00000000		1,00000000	0,00000000		0,00000000	0,00000000	0,00000000	0,25120069	0,74879931	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,63023173	0,36976827	0,00000000	0,00000000		0,80528272	0,19471728	0,00000000		0,45161651	0,54838349		1,00000000	0,00000000		0,00000000	0,33961887	0,66038113	0,00000000	0,00000000	0,00000000	0,00000000		0,39013850	0,60986150		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,01503807	0,98496193	0,00000000	0,00000000		0,18504066	0,81495934	0,00000000		0,71161761	0,28838239		0,59626111	0,40373889		0,00000000	0,00000000	0,96711347	0,03288653	0,00000000	0,00000000	0,00000000		0,80604224	0,19395776		0,91814190	0,08185810		1,00000000	0,00000000	0,00000000		
0,03639896	0,96360104	0,00000000	0,00000000		0,28965980	0,71034020	0,00000000		0,35985141	0,64014859		0,76987990	0,23012010		0,00000000	0,00000000	0,78109120	0,21890880	0,00000000	0,00000000	0,00000000		0,96109761	0,03890239		0,87242893	0,12757107		1,00000000	0,00000000	0,00000000		
0,00000000	0,21232994	0,78767006	0,00000000		0,00000000	0,84991024	0,15008976		0,00000000	1,00000000		0,64658540	0,35341460		0,00000000	0,00000000	0,00000000	0,02250420	0,97749580	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,90365114	0,09634886	0,00000000	0,00000000		1,00000000	0,00000000	0,00000000		0,50769518	0,49230482		1,00000000	0,00000000		0,00000000	0,86457330	0,13542670	0,00000000	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,61906840	0,38093160	0,00000000		0,00000000	0,93316758	0,06683242		0,52553839	0,47446161		0,43144907	0,56855093		0,00000000	0,00000000	0,41381645	0,58618355	0,00000000	0,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000		1,00000000	0,00000000	0,00000000		
0,00000000	0,06740015	0,93259985	0,00000000		0,00000000	0,69528948	0,30471052		0,03612454	0,96387546		0,37609235	0,62390765		0,00000000	0,00000000	0,00000000	0,50220904	0,49779096	0,00000000	0,00000000		1,00000000	0,00000000		0,77887682	0,22112318		1,00000000	0,00000000	0,00000000		
