 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.958	  0.000	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.927	  0.000	  |  0.941	  0.000	  0.000	  0.000	  0.059	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.784	  0.000	  |  0.000	  0.000	  0.000	  0.099	  0.901	  |  0.000	  0.000	  0.000	  0.812	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.713	  0.000	  |  0.407	  0.000	  0.000	  0.000	  0.593	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.998	  0.000	  |  0.000	  0.000	  0.000	  0.907	  0.000	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.699	  0.301	  0.000	  |  0.000	  0.000	  0.000	  0.754	  0.000	  |  0.000	  0.000	  0.087	  0.913	  0.000	  |  0.000	  0.000	  0.148	  0.852	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.713	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.045	  0.955	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.998	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.571	  0.000	  |  0.584	  0.416	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.927	  0.000	  |  0.407	  0.000	  0.000	  0.000	  0.593	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.699	  0.301	  0.000	  |  0.000	  0.000	  0.000	  0.856	  0.000	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.856	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.047	  0.953	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.856	  0.000	  |  0.941	  0.000	  0.000	  0.000	  0.059	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.500	  0.000	  |  0.941	  0.000	  0.000	  0.000	  0.059	  |  0.000	  0.000	  0.000	  0.604	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.389	  0.611	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.703	  0.000	  |  0.000	  0.000	  0.000	  0.708	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.219	  0.781	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.148	  0.852	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.699	  0.301	  0.000	  |  0.000	  0.000	  0.000	  0.754	  0.000	  |  0.000	  0.000	  0.000	  0.812	  0.000	  |  0.000	  0.000	  0.148	  0.852	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.958	  0.000	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.045	  0.955	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.219	  0.781	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.805	  0.000	  |  0.000	  0.000	  0.087	  0.913	  0.000	  |  0.000	  0.000	  0.045	  0.955	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.805	  0.000	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.045	  0.955	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.699	  0.301	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.087	  0.913	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.856	  0.000	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.148	  0.852	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.713	  0.000	  |  0.000	  0.000	  0.000	  0.907	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.515	  0.485	  |  0.000	  0.000	  0.087	  0.913	  0.000	  |  0.000	  0.000	  0.252	  0.748	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.856	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.167	  0.833	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.998	  0.000	  |  0.941	  0.000	  0.000	  0.000	  0.059	  |  0.000	  0.000	  0.047	  0.953	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.998	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.047	  0.953	  0.000	  |  0.000	  0.000	  0.148	  0.852	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.347	  0.653	  0.000	  |  0.000	  0.000	  0.000	  0.958	  0.000	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.347	  0.653	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.784	  0.000	  |  0.000	  0.000	  0.000	  0.099	  0.901	  |  0.000	  0.000	  0.047	  0.953	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.856	  0.000	  |  0.407	  0.000	  0.000	  0.000	  0.593	  |  0.000	  0.000	  0.047	  0.953	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.699	  0.301	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.148	  0.852	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.347	  0.653	  0.000	  |  0.000	  0.000	  0.000	  0.653	  0.000	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.875	  0.125	  0.000	  |  0.000	  0.000	  0.000	  0.602	  0.000	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.927	  0.000	  |  0.407	  0.000	  0.000	  0.000	  0.593	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.998	  0.000	  |  0.000	  0.000	  0.000	  0.099	  0.901	  |  0.000	  0.000	  0.000	  0.708	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.875	  0.125	  0.000	  |  0.000	  0.000	  0.000	  0.958	  0.000	  |  0.000	  0.000	  0.000	  0.812	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.927	  0.000	  |  0.407	  0.000	  0.000	  0.000	  0.593	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.500	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.571	  0.000	  |  0.941	  0.000	  0.000	  0.000	  0.059	  |  0.000	  0.000	  0.000	  0.812	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.931	  0.069	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.998	  0.000	  |  0.000	  0.000	  0.000	  0.958	  0.000	  |  0.000	  0.000	  0.000	  0.812	  0.000	  |  0.000	  0.000	  0.045	  0.955	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.642	  0.000	  |  0.000	  0.000	  0.787	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.812	  0.000	  |  0.000	  0.000	  0.045	  0.955	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.571	  0.000	  |  0.000	  0.000	  0.000	  0.099	  0.901	  |  0.000	  0.000	  0.000	  0.812	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.998	  0.000	  |  0.000	  0.000	  0.000	  0.958	  0.000	  |  0.000	  0.000	  0.047	  0.953	  0.000	  |  0.000	  0.000	  0.356	  0.644	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.805	  0.000	  |  0.000	  0.000	  0.167	  0.833	  0.000	  |  0.000	  0.000	  0.148	  0.852	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.856	  0.000	  |  0.941	  0.000	  0.000	  0.000	  0.059	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.045	  0.955	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.170	  0.830	  0.000	  |  0.000	  0.000	  0.000	  0.805	  0.000	  |  0.000	  0.000	  0.047	  0.953	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.713	  0.000	  |  0.000	  0.000	  0.000	  0.099	  0.901	  |  0.000	  0.000	  0.000	  0.916	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.523	  0.477	  0.000	  |  0.000	  0.000	  0.000	  0.856	  0.000	  |  0.000	  0.000	  0.008	  0.992	  0.000	  |  0.000	  0.000	  0.000	  0.818	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
