 0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.170	  0.000	  0.000	  0.000	  |  0.830	  0.958	  0.916	  0.818	  |  0.000	  0.000	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.941	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.927	  0.000	  0.916	  0.818	  |  0.000	  0.059	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.784	  0.099	  0.812	  0.818	  |  0.000	  0.901	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.407	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.008	  0.000	  |  0.713	  0.000	  0.992	  0.818	  |  0.000	  0.593	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.998	  0.907	  0.916	  0.818	  |  0.000	  0.000	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.699	  0.000	  0.087	  0.148	  |  0.301	  0.754	  0.913	  0.852	  |  0.000	  0.000	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.045	  |  0.713	  0.931	  0.916	  0.955	  |  0.000	  0.069	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.008	  0.000	  |  0.998	  0.931	  0.992	  0.818	  |  0.000	  0.069	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.584	  0.000	  0.000	  |  0.000	  0.416	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.571	  0.000	  0.916	  0.818	  |  0.000	  0.000	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
 0.000	  0.407	  0.000	  0.000	  |  0.000	  0.000	  0.000	  0.000	  |  0.000	  0.000	  0.008	  0.000	  |  0.927	  0.000	  0.992	  0.500	  |  0.000	  0.593	  0.000	  0.000	  | =>  1.000	  0.000	  0.000	 =>  0.000	  0.000	 
